"gene_entrez_id","gene_symbol","pathway_id","pathway_description","p_adjusted"
"226519","Lamc1","mmu05145","Toxoplasmosis",2.14995813003374e-14
"21808","Tgfb2","mmu05145","Toxoplasmosis",2.14995813003374e-14
"24088","Tlr2","mmu05145","Toxoplasmosis",2.14995813003374e-14
"21898","Tlr4","mmu05145","Toxoplasmosis",2.14995813003374e-14
"12367","Casp3","mmu05145","Toxoplasmosis",2.14995813003374e-14
"16412","Itgb1","mmu05145","Toxoplasmosis",2.14995813003374e-14
"18126","Nos2","mmu05145","Toxoplasmosis",2.14995813003374e-14
"20848","Stat3","mmu05145","Toxoplasmosis",2.14995813003374e-14
"11651","Akt1","mmu05145","Toxoplasmosis",2.14995813003374e-14
"14960","H2-Aa","mmu05145","Toxoplasmosis",2.14995813003374e-14
"14961","H2-Ab1","mmu05145","Toxoplasmosis",2.14995813003374e-14
"14969","H2-Eb1","mmu05145","Toxoplasmosis",2.14995813003374e-14
"100504404","H2-Ea","mmu05145","Toxoplasmosis",2.14995813003374e-14
"21926","Tnf","mmu05145","Toxoplasmosis",2.14995813003374e-14
"193740","Hspa1a","mmu05145","Toxoplasmosis",2.14995813003374e-14
"15511","Hspa1b","mmu05145","Toxoplasmosis",2.14995813003374e-14
"26416","Mapk14","mmu05145","Toxoplasmosis",2.14995813003374e-14
"21808","Tgfb2","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"24088","Tlr2","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"21898","Tlr4","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"56717","Mtor","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"12389","Cav1","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"16653","Kras","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"16439","Itpr2","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"12367","Casp3","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"16412","Itgb1","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"20848","Stat3","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"11651","Akt1","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"14368","Fzd6","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"14083","Ptk2","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"21926","Tnf","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"26416","Mapk14","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"12575","Cdkn1a","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"22339","Vegfa","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"19877","Rock1","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"12322","Camk2a","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"17126","Smad2","mmu05205","Proteoglycans in cancer",1.7031806760687e-13
"21808","Tgfb2","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"56458","Foxo1","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"16193","Il6","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"18127","Nos3","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"16653","Kras","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"12028","Bax","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"12367","Casp3","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"20296","Ccl2","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"20848","Stat3","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"11651","Akt1","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"21926","Tnf","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"11596","Ager","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"26416","Mapk14","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"22339","Vegfa","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"17126","Smad2","mmu04933","AGE-RAGE signaling pathway in diabetic complications",1.18580520568593e-12
"18024","Nfe2l2","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"24088","Tlr2","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"21898","Tlr4","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"16193","Il6","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"18127","Nos3","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"16653","Kras","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"12028","Bax","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"12367","Casp3","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"20296","Ccl2","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"20848","Stat3","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"11651","Akt1","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"14083","Ptk2","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"21926","Tnf","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"193740","Hspa1a","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"15511","Hspa1b","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"11596","Ager","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"20656","Sod2","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"26416","Mapk14","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"12322","Camk2a","mmu05417","Lipid and atherosclerosis",3.89606278621104e-12
"21808","Tgfb2","mmu05152","Tuberculosis",2.24660905876452e-11
"24088","Tlr2","mmu05152","Tuberculosis",2.24660905876452e-11
"21898","Tlr4","mmu05152","Tuberculosis",2.24660905876452e-11
"16193","Il6","mmu05152","Tuberculosis",2.24660905876452e-11
"12028","Bax","mmu05152","Tuberculosis",2.24660905876452e-11
"12367","Casp3","mmu05152","Tuberculosis",2.24660905876452e-11
"18126","Nos2","mmu05152","Tuberculosis",2.24660905876452e-11
"11651","Akt1","mmu05152","Tuberculosis",2.24660905876452e-11
"20963","Syk","mmu05152","Tuberculosis",2.24660905876452e-11
"14960","H2-Aa","mmu05152","Tuberculosis",2.24660905876452e-11
"14961","H2-Ab1","mmu05152","Tuberculosis",2.24660905876452e-11
"14969","H2-Eb1","mmu05152","Tuberculosis",2.24660905876452e-11
"100504404","H2-Ea","mmu05152","Tuberculosis",2.24660905876452e-11
"21926","Tnf","mmu05152","Tuberculosis",2.24660905876452e-11
"26416","Mapk14","mmu05152","Tuberculosis",2.24660905876452e-11
"16149","Cd74","mmu05152","Tuberculosis",2.24660905876452e-11
"12322","Camk2a","mmu05152","Tuberculosis",2.24660905876452e-11
"24088","Tlr2","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"56717","Mtor","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"16193","Il6","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"12028","Bax","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"12367","Casp3","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"18854","Pml","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"20296","Ccl2","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"11651","Akt1","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"20963","Syk","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"15975","Ifnar1","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"14960","H2-Aa","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"14961","H2-Ab1","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"14969","H2-Eb1","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"100504404","H2-Ea","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"21926","Tnf","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"16992","Lta","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"16149","Cd74","mmu05168","Herpes simplex virus 1 infection",2.51810332346665e-10
"21808","Tgfb2","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"24088","Tlr2","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"21898","Tlr4","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"16193","Il6","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"20848","Stat3","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"14960","H2-Aa","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"14961","H2-Ab1","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"14969","H2-Eb1","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"100504404","H2-Ea","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"21926","Tnf","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"17126","Smad2","mmu05321","Inflammatory bowel disease",2.95611402914616e-10
"21808","Tgfb2","mmu05140","Leishmaniasis",1.0384074947884e-09
"24088","Tlr2","mmu05140","Leishmaniasis",1.0384074947884e-09
"21898","Tlr4","mmu05140","Leishmaniasis",1.0384074947884e-09
"16412","Itgb1","mmu05140","Leishmaniasis",1.0384074947884e-09
"18126","Nos2","mmu05140","Leishmaniasis",1.0384074947884e-09
"14960","H2-Aa","mmu05140","Leishmaniasis",1.0384074947884e-09
"14961","H2-Ab1","mmu05140","Leishmaniasis",1.0384074947884e-09
"14969","H2-Eb1","mmu05140","Leishmaniasis",1.0384074947884e-09
"100504404","H2-Ea","mmu05140","Leishmaniasis",1.0384074947884e-09
"21926","Tnf","mmu05140","Leishmaniasis",1.0384074947884e-09
"26416","Mapk14","mmu05140","Leishmaniasis",1.0384074947884e-09
"21898","Tlr4","mmu05164","Influenza A",1.31055157740105e-09
"16193","Il6","mmu05164","Influenza A",1.31055157740105e-09
"12028","Bax","mmu05164","Influenza A",1.31055157740105e-09
"12367","Casp3","mmu05164","Influenza A",1.31055157740105e-09
"18854","Pml","mmu05164","Influenza A",1.31055157740105e-09
"53869","Rab11a","mmu05164","Influenza A",1.31055157740105e-09
"20296","Ccl2","mmu05164","Influenza A",1.31055157740105e-09
"11651","Akt1","mmu05164","Influenza A",1.31055157740105e-09
"50528","Tmprss2","mmu05164","Influenza A",1.31055157740105e-09
"15975","Ifnar1","mmu05164","Influenza A",1.31055157740105e-09
"14960","H2-Aa","mmu05164","Influenza A",1.31055157740105e-09
"14961","H2-Ab1","mmu05164","Influenza A",1.31055157740105e-09
"14969","H2-Eb1","mmu05164","Influenza A",1.31055157740105e-09
"100504404","H2-Ea","mmu05164","Influenza A",1.31055157740105e-09
"21926","Tnf","mmu05164","Influenza A",1.31055157740105e-09
"226519","Lamc1","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"56458","Foxo1","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"56717","Mtor","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"16653","Kras","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"12028","Bax","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"12367","Casp3","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"16412","Itgb1","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"11920","Atm","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"18746","Pkm","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"245000","Atr","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"19164","Psen1","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"11651","Akt1","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"14368","Fzd6","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"14083","Ptk2","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"15975","Ifnar1","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"21926","Tnf","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"18132","Notch4","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"12575","Cdkn1a","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"22339","Vegfa","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"18596","Pdgfrb","mmu05165","Human papillomavirus infection",1.44013640690098e-09
"21808","Tgfb2","mmu04218","Cellular senescence",2.20948921623728e-09
"56458","Foxo1","mmu04218","Cellular senescence",2.20948921623728e-09
"56717","Mtor","mmu04218","Cellular senescence",2.20948921623728e-09
"16193","Il6","mmu04218","Cellular senescence",2.20948921623728e-09
"16653","Kras","mmu04218","Cellular senescence",2.20948921623728e-09
"16439","Itpr2","mmu04218","Cellular senescence",2.20948921623728e-09
"16009","Igfbp3","mmu04218","Cellular senescence",2.20948921623728e-09
"11920","Atm","mmu04218","Cellular senescence",2.20948921623728e-09
"245000","Atr","mmu04218","Cellular senescence",2.20948921623728e-09
"93759","Sirt1","mmu04218","Cellular senescence",2.20948921623728e-09
"12534","Cdk1","mmu04218","Cellular senescence",2.20948921623728e-09
"11651","Akt1","mmu04218","Cellular senescence",2.20948921623728e-09
"26416","Mapk14","mmu04218","Cellular senescence",2.20948921623728e-09
"12575","Cdkn1a","mmu04218","Cellular senescence",2.20948921623728e-09
"17126","Smad2","mmu04218","Cellular senescence",2.20948921623728e-09
"56458","Foxo1","mmu04213","Longevity regulating pathway - multiple species",3.79469369166445e-09
"56717","Mtor","mmu04213","Longevity regulating pathway - multiple species",3.79469369166445e-09
"16653","Kras","mmu04213","Longevity regulating pathway - multiple species",3.79469369166445e-09
"12955","Cryab","mmu04213","Longevity regulating pathway - multiple species",3.79469369166445e-09
"93759","Sirt1","mmu04213","Longevity regulating pathway - multiple species",3.79469369166445e-09
"11651","Akt1","mmu04213","Longevity regulating pathway - multiple species",3.79469369166445e-09
"20655","Sod1","mmu04213","Longevity regulating pathway - multiple species",3.79469369166445e-09
"193740","Hspa1a","mmu04213","Longevity regulating pathway - multiple species",3.79469369166445e-09
"15511","Hspa1b","mmu04213","Longevity regulating pathway - multiple species",3.79469369166445e-09
"20656","Sod2","mmu04213","Longevity regulating pathway - multiple species",3.79469369166445e-09
"21808","Tgfb2","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"24088","Tlr2","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"21898","Tlr4","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"16193","Il6","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"20296","Ccl2","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"14960","H2-Aa","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"14961","H2-Ab1","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"14969","H2-Eb1","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"100504404","H2-Ea","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"21926","Tnf","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"22339","Vegfa","mmu05323","Rheumatoid arthritis",7.3002482693469e-09
"16842","Lef1","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"56717","Mtor","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"16193","Il6","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"16653","Kras","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"16439","Itpr2","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"12028","Bax","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"12367","Casp3","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"20848","Stat3","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"11651","Akt1","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"20963","Syk","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"54720","Rcan1","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"15975","Ifnar1","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"26416","Mapk14","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"12575","Cdkn1a","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"22339","Vegfa","mmu05167","Kaposi sarcoma-associated herpesvirus infection",2.99168009063269e-08
"18627","Per2","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"56458","Foxo1","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"16193","Il6","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"16009","Igfbp3","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"12028","Bax","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"11920","Atm","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"18854","Pml","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"18053","Ngfr","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"15902","Id2","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"14083","Ptk2","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"80859","Nfkbiz","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"50528","Tmprss2","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"13876","Erg","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"12575","Cdkn1a","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"12393","Runx2","mmu05202","Transcriptional misregulation in cancer",3.15838070388525e-08
"24088","Tlr2","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"16193","Il6","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"12028","Bax","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"12367","Casp3","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"20848","Stat3","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"11651","Akt1","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"20963","Syk","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"15975","Ifnar1","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"14960","H2-Aa","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"14961","H2-Ab1","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"14969","H2-Eb1","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"100504404","H2-Ea","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"21926","Tnf","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"26416","Mapk14","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"12575","Cdkn1a","mmu05169","Epstein-Barr virus infection",3.55374642100605e-08
"21808","Tgfb2","mmu05161","Hepatitis B",4.44836212503667e-08
"24088","Tlr2","mmu05161","Hepatitis B",4.44836212503667e-08
"21898","Tlr4","mmu05161","Hepatitis B",4.44836212503667e-08
"16193","Il6","mmu05161","Hepatitis B",4.44836212503667e-08
"16653","Kras","mmu05161","Hepatitis B",4.44836212503667e-08
"12028","Bax","mmu05161","Hepatitis B",4.44836212503667e-08
"12367","Casp3","mmu05161","Hepatitis B",4.44836212503667e-08
"20848","Stat3","mmu05161","Hepatitis B",4.44836212503667e-08
"11651","Akt1","mmu05161","Hepatitis B",4.44836212503667e-08
"15975","Ifnar1","mmu05161","Hepatitis B",4.44836212503667e-08
"21926","Tnf","mmu05161","Hepatitis B",4.44836212503667e-08
"26416","Mapk14","mmu05161","Hepatitis B",4.44836212503667e-08
"12575","Cdkn1a","mmu05161","Hepatitis B",4.44836212503667e-08
"226519","Lamc1","mmu04151","PI3K-Akt signaling pathway",6.92611143417935e-08
"12064","Bdnf","mmu04151","PI3K-Akt signaling pathway",6.92611143417935e-08
"24088","Tlr2","mmu04151","PI3K-Akt signaling pathway",6.92611143417935e-08
"21898","Tlr4","mmu04151","PI3K-Akt signaling pathway",6.92611143417935e-08
"56717","Mtor","mmu04151","PI3K-Akt signaling pathway",6.92611143417935e-08
"16193","Il6","mmu04151","PI3K-Akt signaling pathway",6.92611143417935e-08
"18127","Nos3","mmu04151","PI3K-Akt signaling pathway",6.92611143417935e-08
"16653","Kras","mmu04151","PI3K-Akt signaling pathway",6.92611143417935e-08
